EGAP(s),# EGAPs 'ObsoleteLayoutParam' fixed,# Hits on 'ObsoleteLayoutParam' fixed code,Energy (before fix),Energy (after fix),Time (before fix),Time (after fix),# Total method calls,# Diff. method calls
ObsoleteLayoutParam,3,3,9139.0053025,8484.0,9125.900435999998,8448.0,5,5
ObsoleteLayoutParam,3,3,9156.969790499998,8486.0,9133.709168000001,8479.0,5,5
ObsoleteLayoutParam,3,3,9168.8067515,8520.0,9155.0387155,8488.0,5,5
ObsoleteLayoutParam,3,3,9203.259414000006,8530.0,9192.2468165,8491.0,5,5
ObsoleteLayoutParam,3,3,9329.773503,8531.0,9203.961738999997,8535.0,5,5
ObsoleteLayoutParam,3,3,9342.020635499997,8539.0,9248.420147500003,8538.0,5,5
ObsoleteLayoutParam,3,3,9479.310848500001,8540.0,9321.355846999999,8583.0,5,5
ObsoleteLayoutParam,3,3,9539.687373499997,8688.0,9358.934696,8633.0,5,5
ObsoleteLayoutParam,3,3,9787.4218935,8732.0,9398.925578,8640.0,5,5
ObsoleteLayoutParam,3,3,8552.252078999996,8730.0,8566.870655,8732.0,5,5
ObsoleteLayoutParam,3,3,8695.118558000002,8791.0,8749.350347999998,8740.0,5,5
ObsoleteLayoutParam,3,3,8777.257629000002,8799.0,8776.612159500002,8741.0,5,5
ObsoleteLayoutParam,3,3,8821.294859999998,8812.0,8786.661339500002,8743.0,5,5
ObsoleteLayoutParam,3,3,8832.783404999998,8829.0,8801.208130500001,8795.0,5,5
ObsoleteLayoutParam,3,3,8848.730574499998,8831.0,8823.697908999999,8822.0,5,5
ObsoleteLayoutParam,3,3,8899.821151000002,8838.0,8910.195533000002,8825.0,5,5
ObsoleteLayoutParam,3,3,8921.314336000001,8839.0,8926.161139999997,8832.0,5,5
ObsoleteLayoutParam,3,3,8940.739431500002,8889.0,8953.976599999996,8834.0,5,5
ObsoleteLayoutParam,3,3,8976.020577,8890.0,8969.835921500002,8836.0,5,5
ObsoleteLayoutParam,3,3,8985.130183500001,8892.0,8977.382839,8841.0,5,5
ObsoleteLayoutParam,3,3,9026.150492499999,8932.0,8978.710555000003,8843.0,5,5
ObsoleteLayoutParam,3,3,9026.946203000003,8934.0,9039.640878,8897.0,5,5
ObsoleteLayoutParam,3,3,9031.591310499998,8937.0,9039.935750000002,8921.0,5,5
ObsoleteLayoutParam,3,3,9071.696267999998,8937.0,9147.4492475,8924.0,5,5
ObsoleteLayoutParam,3,3,9101.598797000002,8938.0,9171.5065065,8932.0,5,5
ObsoleteLayoutParam,3,3,9143.641659500001,8940.0,9183.352456499999,8935.0,5,5
ObsoleteLayoutParam,3,3,9188.099261500001,8944.0,9194.276296499998,8936.0,5,5
ObsoleteLayoutParam,3,3,9210.364362999999,8946.0,9243.975600500002,8938.0,5,5
ObsoleteLayoutParam,3,3,9222.697052500002,8974.0,9311.994613500001,8939.0,5,5
ObsoleteLayoutParam,3,3,9257.227097999998,8997.0,9405.9073655,8940.0,5,5
ObsoleteLayoutParam,3,3,9257.629722,9034.0,9421.490087000002,9019.0,5,5
ObsoleteLayoutParam,3,3,9308.77075,9123.0,9742.539216000001,9023.0,5,5
ObsoleteLayoutParam,3,3,9499.894221000004,9134.0,9931.443708499995,9035.0,5,5
ObsoleteLayoutParam,3,3,9878.4852,9137.0,12306.693235499994,9041.0,5,5
ObsoleteLayoutParam,3,3,8911.063387,9715.0,8801.125356000002,9732.0,5,5
ObsoleteLayoutParam,3,3,9040.488310499999,9733.0,9065.405152999998,9786.0,5,5
ObsoleteLayoutParam,3,3,9197.56062,9748.0,9182.990348999998,9787.0,5,5
ObsoleteLayoutParam,3,3,9257.119689000001,9788.0,9217.217887000003,9812.0,5,5
ObsoleteLayoutParam,3,3,9297.104506,9834.0,9247.441653999997,9836.0,5,5
ObsoleteLayoutParam,3,3,9306.616063499998,9839.0,9270.830593000002,9837.0,5,5
ObsoleteLayoutParam,3,3,9308.379072499996,9887.0,9345.7442985,9838.0,5,5
ObsoleteLayoutParam,3,3,9317.883941500004,9888.0,9381.510350999997,9840.0,5,5
ObsoleteLayoutParam,3,3,9353.701350499996,9917.0,9404.771669,9842.0,5,5
ObsoleteLayoutParam,3,3,9365.582132500002,9931.0,9409.527275499999,9842.0,5,5
ObsoleteLayoutParam,3,3,9387.9867885,9940.0,9438.056354,9843.0,5,5
ObsoleteLayoutParam,3,3,9390.402270499995,9942.0,9452.534797000002,9847.0,5,5
ObsoleteLayoutParam,3,3,9395.992134499998,9943.0,9488.343891999999,9887.0,5,5
ObsoleteLayoutParam,3,3,9431.967377500001,9943.0,9490.435714500003,9887.0,5,5
ObsoleteLayoutParam,3,3,9498.218894999998,9986.0,9495.647337499999,9895.0,5,5
ObsoleteLayoutParam,3,3,9506.3168465,9989.0,9507.294238999999,9932.0,5,5
ObsoleteLayoutParam,3,3,9530.1487515,10013.0,9531.623490500002,9935.0,5,5
ObsoleteLayoutParam,3,3,9555.810110999995,10027.0,9564.46692,9937.0,5,5
ObsoleteLayoutParam,3,3,9557.546269999997,10031.0,9569.185167,9938.0,5,5
ObsoleteLayoutParam,3,3,9576.2672365,10038.0,9643.852315999999,9938.0,5,5
ObsoleteLayoutParam,3,3,9619.297058,10039.0,9677.6642595,9943.0,5,5
ObsoleteLayoutParam,3,3,9663.516721500004,10041.0,9710.788836500002,9945.0,5,5
ObsoleteLayoutParam,3,3,9753.070571499999,10043.0,9760.119908500003,9949.0,5,5
ObsoleteLayoutParam,3,3,9874.0380335,10085.0,9806.799688500003,9994.0,5,5
ObsoleteLayoutParam,3,3,10608.556077500003,10243.0,13766.838673499999,10044.0,5,5
ObsoleteLayoutParam,3,3,8752.087291500002,8281.0,8758.463528000002,8132.999999999999,9,9
ObsoleteLayoutParam,3,3,8769.112388,8332.0,8892.039799999999,8217.0,9,9
ObsoleteLayoutParam,3,3,8836.806968500003,8334.0,8979.005391500003,8315.0,9,9
ObsoleteLayoutParam,3,3,8869.871814000002,8334.0,9011.484241000004,8319.0,9,9
ObsoleteLayoutParam,3,3,8880.174281499994,8339.0,9014.799756999999,8330.0,9,9
ObsoleteLayoutParam,3,3,8890.463748499998,8339.0,9024.0625055,8334.0,9,9
ObsoleteLayoutParam,3,3,8907.185037499994,8345.0,9024.696491999997,8350.0,9,9
ObsoleteLayoutParam,3,3,8943.801678,8385.0,9033.879741000002,8374.0,9,9
ObsoleteLayoutParam,3,3,8994.869682499999,8386.0,9044.316378500003,8388.0,9,9
ObsoleteLayoutParam,3,3,9010.187883499999,8399.0,9071.323867999998,8388.0,9,9
ObsoleteLayoutParam,3,3,9025.821189,8426.0,9086.477990499998,8414.0,9,9
ObsoleteLayoutParam,3,3,9127.052844500002,8433.0,9090.7171955,8428.0,9,9
ObsoleteLayoutParam,3,3,9137.472568500001,8433.0,9121.211909000001,8432.0,9,9
ObsoleteLayoutParam,3,3,9160.529791000003,8435.0,9172.116478499998,8432.0,9,9
ObsoleteLayoutParam,3,3,9213.9899895,8436.0,9198.7500655,8434.0,9,9
ObsoleteLayoutParam,3,3,9220.378512500003,8436.0,9202.854831500003,8440.0,9,9
ObsoleteLayoutParam,3,3,9225.339581,8443.0,9240.978982499999,8440.0,9,9
ObsoleteLayoutParam,3,3,9286.812932999997,8455.0,9264.374115,8448.0,9,9
ObsoleteLayoutParam,3,3,9288.99295,8475.0,9279.178147,8483.0,9,9
ObsoleteLayoutParam,3,3,9293.1550295,8481.0,9311.475853499998,8532.0,9,9
ObsoleteLayoutParam,3,3,9357.6806975,8491.0,9330.139538500001,8533.0,9,9
ObsoleteLayoutParam,3,3,9384.260591999999,8531.0,9370.265427500002,8534.0,9,9
ObsoleteLayoutParam,3,3,9463.818196499997,8537.0,9488.684111999999,8534.0,9,9
ObsoleteLayoutParam,3,3,9549.0030135,8538.0,9507.7942765,8535.0,9,9
ObsoleteLayoutParam,3,3,9610.211285000001,8633.0,9557.060424,8535.0,9,9
ObsoleteLayoutParam,3,3,10207.0573835,9797.0,10443.852633499997,9848.0,5,5
ObsoleteLayoutParam,3,3,10296.987698,9826.0,10563.371211499998,9850.0,5,5
ObsoleteLayoutParam,3,3,10416.978136500005,9835.0,10586.613768500001,9891.0,5,5
ObsoleteLayoutParam,3,3,10518.900604499995,9835.0,10589.498984000002,9902.0,5,5
ObsoleteLayoutParam,3,3,10540.044708000001,9889.0,10648.818416499998,9936.0,5,5
ObsoleteLayoutParam,3,3,10557.173253999996,9891.0,10672.838251500005,9937.0,5,5
ObsoleteLayoutParam,3,3,10607.2840145,9892.0,10675.0083765,9938.0,5,5
ObsoleteLayoutParam,3,3,10608.2014155,9901.0,10675.629497999997,9939.0,5,5
ObsoleteLayoutParam,3,3,10615.912398500002,9939.0,10683.163245499998,9988.0,5,5
ObsoleteLayoutParam,3,3,10626.851429500002,9945.0,10702.678353999998,9994.0,5,5
ObsoleteLayoutParam,3,3,10707.876484499997,9948.0,10734.466234499998,9998.0,5,5
ObsoleteLayoutParam,3,3,10715.831368500005,9989.0,10775.5328235,10033.0,5,5
ObsoleteLayoutParam,3,3,10721.367132500003,9993.0,10782.304568000003,10035.0,5,5
ObsoleteLayoutParam,3,3,10724.784748500004,9998.0,10790.581078500001,10037.0,5,5
ObsoleteLayoutParam,3,3,10749.980874500005,10000.0,10840.098410499999,10040.0,5,5
ObsoleteLayoutParam,3,3,10763.137995000005,10005.0,10873.954235999998,10043.0,5,5
ObsoleteLayoutParam,3,3,10770.178561999997,10040.0,10945.995067,10046.0,5,5
ObsoleteLayoutParam,3,3,10837.1137395,10044.0,10964.834150999997,10049.0,5,5
ObsoleteLayoutParam,3,3,10939.424798999997,10045.0,11006.714532999998,10082.0,5,5
ObsoleteLayoutParam,3,3,10958.745809999997,10047.0,11035.786332000001,10091.0,5,5
ObsoleteLayoutParam,3,3,11058.49539,10140.0,11053.960347499999,10096.0,5,5
ObsoleteLayoutParam,3,3,11064.077358499997,10143.0,11086.469871000001,10136.0,5,5
ObsoleteLayoutParam,3,3,11153.409398999998,10144.0,11198.912877499997,10139.0,5,5
ObsoleteLayoutParam,3,3,11170.400141999999,10148.0,11242.627146499999,10149.0,5,5
ObsoleteLayoutParam,3,3,11579.305604,10223.0,11278.055945999997,10249.0,5,5
ObsoleteLayoutParam,3,3,8515.9188225,8125.999999999999,8471.259516000002,8226.0,14,14
ObsoleteLayoutParam,3,3,8529.185151000003,8318.0,8476.979931000002,8235.0,14,14
ObsoleteLayoutParam,3,3,8549.441371,8330.0,8615.456133499998,8284.0,14,14
ObsoleteLayoutParam,3,3,8556.530687500002,8330.0,8652.1419385,8308.0,14,14
ObsoleteLayoutParam,3,3,8607.526258500002,8332.0,8715.0624935,8328.0,14,14
ObsoleteLayoutParam,3,3,8634.709478499999,8333.0,8760.794263000002,8329.0,14,14
ObsoleteLayoutParam,3,3,8720.654388499997,8334.0,8773.5209445,8331.0,14,14
ObsoleteLayoutParam,3,3,8766.564521999999,8338.0,8791.059237500003,8332.0,14,14
ObsoleteLayoutParam,3,3,8791.912658,8379.0,8800.452305999996,8332.0,14,14
ObsoleteLayoutParam,3,3,8827.198732,8380.0,8813.831819499997,8333.0,14,14
ObsoleteLayoutParam,3,3,8848.752702499998,8389.0,8859.642564499998,8385.0,14,14
ObsoleteLayoutParam,3,3,8851.217126000003,8422.0,8864.979127,8419.0,14,14
ObsoleteLayoutParam,3,3,8867.632769000002,8429.0,8867.585544000003,8429.0,14,14
ObsoleteLayoutParam,3,3,8888.311424499998,8432.0,8885.539076500001,8433.0,14,14
ObsoleteLayoutParam,3,3,8954.423931000001,8432.0,8894.154456999999,8434.0,14,14
ObsoleteLayoutParam,3,3,8960.07878,8432.0,8904.011992500005,8435.0,14,14
ObsoleteLayoutParam,3,3,9023.275314,8437.0,8905.539502500002,8439.0,14,14
ObsoleteLayoutParam,3,3,9058.572377,8453.0,8925.621413000006,8445.0,14,14
ObsoleteLayoutParam,3,3,9071.227435500006,8480.0,9027.718175,8482.0,14,14
ObsoleteLayoutParam,3,3,9108.713732000002,8482.0,9082.1490055,8485.0,14,14
ObsoleteLayoutParam,3,3,9138.406006000001,8499.0,9114.131406500004,8532.0,14,14
ObsoleteLayoutParam,3,3,9148.1408495,8531.0,9131.670114000002,8535.0,14,14
ObsoleteLayoutParam,3,3,9278.667640500003,8551.0,9150.014151000001,8583.0,14,14
ObsoleteLayoutParam,3,3,9329.292225000001,8579.0,9319.967305000002,8634.0,14,14
ObsoleteLayoutParam,3,3,11246.814113999997,8632.0,9324.129762999999,8883.0,14,14
ObsoleteLayoutParam,3,3,9084.280984,8632.0,8808.817445499997,8677.0,43,32
ObsoleteLayoutParam,3,3,9123.311458000004,8724.0,8854.2930275,8727.0,43,32
ObsoleteLayoutParam,3,3,9131.329165000001,8738.0,8990.871400499997,8740.0,43,32
ObsoleteLayoutParam,3,3,9200.115341499999,8739.0,9003.6940735,8743.0,43,32
ObsoleteLayoutParam,3,3,9207.538776500001,8782.0,9114.1221375,8788.0,43,32
ObsoleteLayoutParam,3,3,9227.452952000001,8784.0,9139.404464499998,8791.0,43,32
ObsoleteLayoutParam,3,3,9245.789038999998,8824.0,9145.035982,8831.0,43,32
ObsoleteLayoutParam,3,3,9246.056832499995,8831.0,9184.396981499996,8832.0,43,32
ObsoleteLayoutParam,3,3,9254.463662499997,8834.0,9192.420603999997,8835.0,43,32
ObsoleteLayoutParam,3,3,9257.234947500001,8834.0,9328.790753999998,8835.0,43,32
ObsoleteLayoutParam,3,3,9285.347707499997,8835.0,9360.455759,8838.0,43,32
ObsoleteLayoutParam,3,3,9334.501738499997,8837.0,9389.815600500006,8842.0,43,32
ObsoleteLayoutParam,3,3,9410.912627499998,8840.0,9401.288383500001,8845.0,43,32
ObsoleteLayoutParam,3,3,9425.479904500002,8841.0,9412.047267499996,8875.0,43,32
ObsoleteLayoutParam,3,3,9480.289170499997,8843.0,9436.615632500003,8885.0,43,32
ObsoleteLayoutParam,3,3,9480.585808000002,8893.0,9488.404377500001,8935.0,43,32
ObsoleteLayoutParam,3,3,9510.858044999999,8932.0,9511.144433499998,8937.0,43,32
ObsoleteLayoutParam,3,3,9511.661927,8933.0,9531.928716499999,8937.0,43,32
ObsoleteLayoutParam,3,3,9551.702279000003,8934.0,9560.075815999993,8937.0,43,32
ObsoleteLayoutParam,3,3,9562.1867395,8936.0,9568.642203999994,8938.0,43,32
ObsoleteLayoutParam,3,3,9563.176737499998,8938.0,9642.601045500003,8939.0,43,32
ObsoleteLayoutParam,3,3,9593.506066500007,8990.0,9651.872449999999,8943.0,43,32
ObsoleteLayoutParam,3,3,9732.073775500005,9048.0,9717.8006225,9036.0,43,32
ObsoleteLayoutParam,3,3,9988.644594499998,9092.0,9750.127101000002,9045.0,43,32
ObsoleteLayoutParam,3,3,10053.794574999998,9146.0,12274.524295000003,9082.0,43,32
ObsoleteLayoutParam,3,3,8714.083372000003,9645.0,8560.5066455,9742.0,14,14
ObsoleteLayoutParam,3,3,8875.207041999996,9649.0,8877.808976000002,9785.0,14,14
ObsoleteLayoutParam,3,3,8876.169758,9738.0,8888.879424499997,9785.0,14,14
ObsoleteLayoutParam,3,3,8972.0827435,9834.0,8933.3379305,9793.0,14,14
ObsoleteLayoutParam,3,3,8976.562497,9835.0,8948.822421500003,9812.0,14,14
ObsoleteLayoutParam,3,3,9023.833254999998,9839.0,8993.8187935,9832.0,14,14
ObsoleteLayoutParam,3,3,9070.882061499999,9839.0,8994.032423999999,9832.0,14,14
ObsoleteLayoutParam,3,3,9097.488580500001,9843.0,9036.920555,9834.0,14,14
ObsoleteLayoutParam,3,3,9132.119627999999,9885.0,9101.767804,9837.0,14,14
ObsoleteLayoutParam,3,3,9141.418220999998,9890.0,9102.531123,9838.0,14,14
ObsoleteLayoutParam,3,3,9153.240325499999,9902.0,9108.719808499998,9838.0,14,14
ObsoleteLayoutParam,3,3,9153.945670000003,9921.0,9110.0776505,9838.0,14,14
ObsoleteLayoutParam,3,3,9164.939659500002,9922.0,9167.597588,9850.0,14,14
ObsoleteLayoutParam,3,3,9231.7818165,9927.0,9186.419907500002,9885.0,14,14
ObsoleteLayoutParam,3,3,9264.739528000002,9934.0,9188.721812499996,9916.0,14,14
ObsoleteLayoutParam,3,3,9283.178443499997,9937.0,9204.867271000001,9930.0,14,14
ObsoleteLayoutParam,3,3,9289.270530500002,9938.0,9211.471529000002,9936.0,14,14
ObsoleteLayoutParam,3,3,9313.939015999998,9939.0,9260.856632500003,9936.0,14,14
ObsoleteLayoutParam,3,3,9322.285357,9940.0,9314.146123500002,9946.0,14,14
ObsoleteLayoutParam,3,3,9349.991993500003,9940.0,9388.275651500004,10004.0,14,14
ObsoleteLayoutParam,3,3,9367.662731499997,9941.0,9447.524056499999,10045.0,14,14
ObsoleteLayoutParam,3,3,9429.047201500001,9945.0,9579.053942000004,10087.0,14,14
ObsoleteLayoutParam,3,3,9490.385197499996,9980.0,9636.483986,10090.0,14,14
ObsoleteLayoutParam,3,3,9553.104963,10031.0,9708.691531999997,10141.0,14,14
ObsoleteLayoutParam,3,3,9650.598411,10036.0,10179.959991,10142.0,14,14
ObsoleteLayoutParam,3,3,8348.9836885,8197.0,8372.0158035,8183.0,80,40
ObsoleteLayoutParam,3,3,8357.812602499997,8222.0,8509.397282499998,8196.0,80,40
ObsoleteLayoutParam,3,3,8410.178075,8229.0,8523.7714125,8229.0,80,40
ObsoleteLayoutParam,3,3,8423.9525765,8229.0,8556.6521145,8280.0,80,40
ObsoleteLayoutParam,3,3,8431.870638999997,8238.0,8588.5147875,8283.0,80,40
ObsoleteLayoutParam,3,3,8476.225534500001,8281.0,8619.862936000001,8301.0,80,40
ObsoleteLayoutParam,3,3,8490.960847999999,8287.0,8674.231414000002,8329.0,80,40
ObsoleteLayoutParam,3,3,8494.756707,8298.0,8708.376256499998,8329.0,80,40
ObsoleteLayoutParam,3,3,8507.972174000002,8302.0,8717.466604500001,8334.0,80,40
ObsoleteLayoutParam,3,3,8525.205348500003,8309.0,8784.542117000003,8335.0,80,40
ObsoleteLayoutParam,3,3,8541.925372999998,8328.0,8804.216251,8336.0,80,40
ObsoleteLayoutParam,3,3,8594.087266,8333.0,8811.173126999998,8340.0,80,40
ObsoleteLayoutParam,3,3,8676.971059,8337.0,8832.365038000002,8380.0,80,40
ObsoleteLayoutParam,3,3,8685.7327265,8339.0,8833.021430500003,8387.0,80,40
ObsoleteLayoutParam,3,3,8716.2438935,8343.0,8837.244619,8392.0,80,40
ObsoleteLayoutParam,3,3,8749.9765915,8385.0,8844.342334,8394.0,80,40
ObsoleteLayoutParam,3,3,8755.844628499999,8395.0,8847.052821499998,8395.0,80,40
ObsoleteLayoutParam,3,3,8779.422959500002,8402.0,8854.288849999999,8409.0,80,40
ObsoleteLayoutParam,3,3,8842.234501999998,8425.0,8860.3881385,8425.0,80,40
ObsoleteLayoutParam,3,3,8888.078011499998,8428.0,8924.632787,8431.0,80,40
ObsoleteLayoutParam,3,3,8960.7468395,8432.0,8932.775906500001,8432.0,80,40
ObsoleteLayoutParam,3,3,8992.6732415,8434.0,8996.737493499995,8433.0,80,40
ObsoleteLayoutParam,3,3,9049.238834499998,8436.0,9021.874267999998,8440.0,80,40
ObsoleteLayoutParam,3,3,9099.395456000002,8437.0,9099.216942500003,8479.0,80,40
ObsoleteLayoutParam,3,3,9553.646020499997,8537.0,9294.540559499997,8512.0,80,40
ObsoleteLayoutParam,3,3,10006.421674999998,9839.0,9854.128002,9744.0,26,15
ObsoleteLayoutParam,3,3,10058.607013,9843.0,9918.233212,9792.0,26,15
ObsoleteLayoutParam,3,3,10141.754304000004,9847.0,9943.790401999997,9839.0,26,15
ObsoleteLayoutParam,3,3,10145.592093500001,9926.0,9949.733581499997,9846.0,26,15
ObsoleteLayoutParam,3,3,10149.885940999999,9934.0,9987.953107999998,9877.0,26,15
ObsoleteLayoutParam,3,3,10156.622933500003,9936.0,10155.964301,9883.0,26,15
ObsoleteLayoutParam,3,3,10210.909774500002,9937.0,10160.671598,9885.0,26,15
ObsoleteLayoutParam,3,3,10229.900064999998,9941.0,10180.6530405,9898.0,26,15
ObsoleteLayoutParam,3,3,10254.8215155,9941.0,10212.531266000004,9932.0,26,15
ObsoleteLayoutParam,3,3,10267.439957000004,9943.0,10244.3550505,9939.0,26,15
ObsoleteLayoutParam,3,3,10334.4588395,9944.0,10291.756754499998,9941.0,26,15
ObsoleteLayoutParam,3,3,10358.816036,9984.0,10340.337849000003,9960.0,26,15
ObsoleteLayoutParam,3,3,10381.7791665,9991.0,10367.139925499998,9971.0,26,15
ObsoleteLayoutParam,3,3,10389.541383000002,10001.0,10393.865802499997,9990.0,26,15
ObsoleteLayoutParam,3,3,10433.428236500002,10037.0,10397.063187000002,10012.0,26,15
ObsoleteLayoutParam,3,3,10503.991328,10037.0,10418.039390499998,10038.0,26,15
ObsoleteLayoutParam,3,3,10512.184730999994,10039.0,10448.242472,10042.0,26,15
ObsoleteLayoutParam,3,3,10552.2990095,10043.0,10558.555027999999,10049.0,26,15
ObsoleteLayoutParam,3,3,10554.557314,10046.0,10568.973626999994,10052.0,26,15
ObsoleteLayoutParam,3,3,10556.352061999998,10048.0,10668.426505500001,10129.0,26,15
ObsoleteLayoutParam,3,3,10557.443391499995,10087.0,10685.6701365,10135.0,26,15
ObsoleteLayoutParam,3,3,10578.934167000005,10091.0,10718.626461999998,10137.0,26,15
ObsoleteLayoutParam,3,3,10850.063688000004,10135.0,10727.301031500005,10138.0,26,15
ObsoleteLayoutParam,3,3,10883.473258499998,10142.0,10768.575154499998,10145.0,26,15
ObsoleteLayoutParam,3,3,11069.348424000003,10144.0,11982.657178999998,10145.0,26,15
ObsoleteLayoutParam,3,3,8732.974658000001,7830.0,8646.3048445,8330.0,88,14
ObsoleteLayoutParam,3,3,8862.40896,8005.000000000001,8699.301188,8332.0,88,14
ObsoleteLayoutParam,3,3,8909.616636000002,8009.0,8743.389368499998,8335.0,88,14
ObsoleteLayoutParam,3,3,8950.875603999999,8029.999999999999,8765.575635499996,8379.0,88,14
ObsoleteLayoutParam,3,3,8961.072962000002,8076.000000000001,8780.1865715,8430.0,88,14
ObsoleteLayoutParam,3,3,8963.1955635,8084.0,8870.289303499994,8430.0,88,14
ObsoleteLayoutParam,3,3,8994.493021,8131.0,8886.097720999998,8431.0,88,14
ObsoleteLayoutParam,3,3,9045.347887000002,8170.999999999999,8887.188655000004,8431.0,88,14
ObsoleteLayoutParam,3,3,9074.712704500002,8180.0,8895.539105000003,8432.0,88,14
ObsoleteLayoutParam,3,3,9160.271975999998,8231.0,8914.397747500001,8435.0,88,14
ObsoleteLayoutParam,3,3,9171.5119995,8329.0,8944.6602775,8444.0,88,14
ObsoleteLayoutParam,3,3,9338.347740000001,8340.0,8979.849761999998,8497.0,88,14
ObsoleteLayoutParam,3,3,9343.195087999999,8341.0,8990.277593,8529.0,88,14
ObsoleteLayoutParam,3,3,9420.469270500002,8343.0,8996.701233500004,8532.0,88,14
ObsoleteLayoutParam,3,3,10516.5755795,8383.0,9060.589593499999,8532.0,88,14
ObsoleteLayoutParam,3,3,10538.502730500002,8423.0,9085.805135499999,8535.0,88,14
ObsoleteLayoutParam,3,3,10843.478719500004,8431.0,9097.773924999996,8536.0,88,14
ObsoleteLayoutParam,3,3,10936.419358499996,8435.0,9122.555343000002,8538.0,88,14
ObsoleteLayoutParam,3,3,11065.815356,8436.0,9202.691599000003,8542.0,88,14
ObsoleteLayoutParam,3,3,11199.584294999999,8485.0,9202.847689500002,8575.0,88,14
ObsoleteLayoutParam,3,3,11257.316120499998,8486.0,9203.984236500002,8590.0,88,14
ObsoleteLayoutParam,3,3,11351.553539,8496.0,9232.172108499997,8607.0,88,14
ObsoleteLayoutParam,3,3,11382.711892000001,8501.0,9232.594183500005,8618.0,88,14
ObsoleteLayoutParam,3,3,11408.513245500004,8581.0,9293.284990499997,8637.0,88,14
ObsoleteLayoutParam,3,3,11507.038611000004,8583.0,9465.647711500003,8733.0,88,14
ObsoleteLayoutParam,3,3,8755.161930999997,8631.0,8563.253887500003,8725.0,64,12
ObsoleteLayoutParam,3,3,8954.2720395,8694.0,8981.531771999998,8768.0,64,12
ObsoleteLayoutParam,3,3,9010.705808499999,8739.0,8983.233352499998,8784.0,64,12
ObsoleteLayoutParam,3,3,9018.034092999998,8803.0,9040.8196885,8833.0,64,12
ObsoleteLayoutParam,3,3,9066.125858500001,8827.0,9067.4163135,8834.0,64,12
ObsoleteLayoutParam,3,3,9072.9300035,8836.0,9116.900705499998,8838.0,64,12
ObsoleteLayoutParam,3,3,9133.218794999997,8837.0,9117.0145995,8858.0,64,12
ObsoleteLayoutParam,3,3,9138.406971500002,8837.0,9129.3019695,8885.0,64,12
ObsoleteLayoutParam,3,3,9152.623068500001,8839.0,9142.954613499998,8894.0,64,12
ObsoleteLayoutParam,3,3,9203.767546000001,8845.0,9199.153980500001,8905.0,64,12
ObsoleteLayoutParam,3,3,9269.872680000002,8889.0,9233.044920000002,8906.0,64,12
ObsoleteLayoutParam,3,3,9283.810458500002,8931.0,9302.125655500002,8933.0,64,12
ObsoleteLayoutParam,3,3,9292.5032415,8935.0,9363.404646500001,8933.0,64,12
ObsoleteLayoutParam,3,3,9356.0851725,8935.0,9374.420509999998,8934.0,64,12
ObsoleteLayoutParam,3,3,9405.087276500002,8936.0,9380.3293365,8935.0,64,12
ObsoleteLayoutParam,3,3,9416.387668500003,8936.0,9390.657491999997,8935.0,64,12
ObsoleteLayoutParam,3,3,9441.733130000002,8946.0,9449.877475499998,8939.0,64,12
ObsoleteLayoutParam,3,3,9447.1366635,8990.0,9490.839553,8945.0,64,12
ObsoleteLayoutParam,3,3,9454.647715500001,8993.0,9510.057670499997,8984.0,64,12
ObsoleteLayoutParam,3,3,9491.386127000005,9017.0,9614.299208500002,8991.0,64,12
ObsoleteLayoutParam,3,3,9494.599272,9036.0,9669.333012500001,9003.0,64,12
ObsoleteLayoutParam,3,3,9502.353672000003,9038.0,9705.9722875,9029.0,64,12
ObsoleteLayoutParam,3,3,9538.165701999998,9038.0,9930.741148500001,9039.0,64,12
ObsoleteLayoutParam,3,3,9557.379821499999,9039.0,9938.415566500003,9086.0,64,12
ObsoleteLayoutParam,3,3,9736.881632000004,9040.0,12581.235112000006,9213.0,64,12
ObsoleteLayoutParam,3,3,9558.1930435,9699.0,9599.8848225,9736.0,39,14
ObsoleteLayoutParam,3,3,9591.8780375,9709.0,9642.5920665,9800.0,39,14
ObsoleteLayoutParam,3,3,9635.47579,9798.0,9772.869905500002,9839.0,39,14
ObsoleteLayoutParam,3,3,9705.743170500002,9833.0,9776.911108000002,9841.0,39,14
ObsoleteLayoutParam,3,3,9749.083167999997,9836.0,9854.796034499997,9844.0,39,14
ObsoleteLayoutParam,3,3,9752.478669500002,9839.0,9859.677814499997,9897.0,39,14
ObsoleteLayoutParam,3,3,9772.9323105,9840.0,9876.893069500005,9923.0,39,14
ObsoleteLayoutParam,3,3,9783.482630500002,9841.0,9882.030455499995,9931.0,39,14
ObsoleteLayoutParam,3,3,9793.034374,9842.0,9921.872184499996,9937.0,39,14
ObsoleteLayoutParam,3,3,9868.764352000002,9895.0,9977.137104499998,9938.0,39,14
ObsoleteLayoutParam,3,3,9922.0986955,9941.0,10004.842948,9939.0,39,14
ObsoleteLayoutParam,3,3,9923.031456500003,9942.0,10039.963492500003,9939.0,39,14
ObsoleteLayoutParam,3,3,9951.223428000001,9950.0,10103.417352999997,9941.0,39,14
ObsoleteLayoutParam,3,3,10000.594375,9994.0,10122.739040500002,9944.0,39,14
ObsoleteLayoutParam,3,3,10037.261669500002,10003.0,10150.494539000001,10040.0,39,14
ObsoleteLayoutParam,3,3,10077.596184499995,10030.0,10179.287283999998,10042.0,39,14
